iter	Logloss
217	0.6456792467
218	0.6456641588
219	0.6456441553
220	0.6456315948
221	0.645571395
222	0.6455560904
223	0.645511929
224	0.6454438259
225	0.6453970247
226	0.645362371
227	0.6453207147
228	0.645287151
229	0.6452538018
230	0.6451857299
231	0.6451689511
232	0.6451524345
233	0.6451109252
234	0.6450946311
235	0.6450560004
236	0.6449948362
237	0.6449330714
238	0.644916329
239	0.6448908518
240	0.6448529482
241	0.6448323379
242	0.6448026988
243	0.6447542243
244	0.6447342382
245	0.6446832864
246	0.6446513174
247	0.6446053755
248	0.6445662134
249	0.6445282715
250	0.6444927105
251	0.6444309753
252	0.6444114312
253	0.6443642197
254	0.6443139804
255	0.6442840714
256	0.644261954
257	0.6442324989
258	0.6441976026
259	0.6441352403
260	0.644080333
261	0.6440260597
262	0.6439880379
263	0.6439720683
264	0.6438944986
265	0.6438713643
266	0.64384021
267	0.6437923328
268	0.6437719665
269	0.6437211858
270	0.643697755
271	0.6436455471
272	0.6435946594
273	0.6435624186
274	0.6435461195
275	0.6434613172
276	0.6433905148
277	0.6433361192
278	0.643272078
279	0.6432104263
280	0.643189471
281	0.6431504167
282	0.643105453
283	0.64307548
284	0.6430349579
285	0.6430080487
286	0.6429838239
287	0.6429483765
288	0.6428872215
289	0.6428744519
290	0.6428268192
291	0.6428013324
292	0.6427521234
293	0.6427042663
294	0.6426739399
295	0.6426310326
296	0.6425799562
297	0.6425224412
298	0.6424906518
299	0.6424478522
300	0.6424108046
301	0.6423325244
302	0.6422342134
303	0.642192955
304	0.642130884
305	0.6420846235
306	0.6420105653
307	0.6419651331
308	0.6419495832
309	0.6418809532
310	0.641846452
311	0.6418012312
312	0.6417665082
313	0.6417053305
314	0.641651768
315	0.6416035248
316	0.641554852
317	0.6415267149
318	0.6414894199
319	0.6414518435
320	0.641403346
321	0.6413420451
322	0.6412544307
323	0.641221322
324	0.6411461529
325	0.6411016012
326	0.6410601387
327	0.6410118145
328	0.640956745
329	0.6408995477
330	0.6408583399
331	0.6408247727
332	0.6407631054
333	0.6406875202
334	0.6406562779
335	0.6406024127
336	0.6405714481
337	0.6405083946
338	0.6404602672
339	0.6403880505
340	0.6403655879
341	0.6402998628
342	0.6402461324
343	0.6402187303
344	0.6401587192
345	0.6400815228
346	0.6400050941
347	0.6399493616
348	0.6398979732
349	0.6398369101
350	0.6397793006
351	0.6397316829
352	0.6396739471
353	0.6396193726
354	0.6395825856
355	0.6395436906
356	0.6394691908
357	0.6394396773
358	0.6393904583
359	0.6393508016
360	0.6392969992
361	0.639238279
362	0.6391893029
363	0.6391488062
364	0.6391108137
365	0.6390747311
366	0.6390448755
367	0.6390004781
368	0.6389345744
369	0.6388974378
370	0.6388683969
371	0.6388148858
372	0.6387599699
373	0.638695649
374	0.6386615592
375	0.6386185678
376	0.6385519793
377	0.6385045913
378	0.6384792804
379	0.6384462784
380	0.6384042986
381	0.6383248236
382	0.6382762466
383	0.6382315723
384	0.6381843603
385	0.6381133949
386	0.6380523781
387	0.6380220764
388	0.6379911772
389	0.6379653386
390	0.6379205459
391	0.6378066302
392	0.637740973
393	0.6377081307
394	0.6376804312
395	0.637658509
396	0.6376272453
397	0.6375232488
398	0.6374477289
399	0.6373934675
400	0.6373626557
401	0.6373142739
402	0.6372771324
403	0.6372468104
404	0.6372210241
405	0.6371697891
406	0.6371319375
407	0.637104734
408	0.6370636827
409	0.6370396835
410	0.6369976903
411	0.6369796023
412	0.6369088351
413	0.6368590612
414	0.636819253
415	0.6367793083
416	0.6366994577
417	0.6366724718
418	0.6366374639
419	0.6366118617
420	0.6365681846
421	0.6365381923
422	0.6365116761
423	0.6364857758
424	0.6364592756
425	0.6364342407
426	0.6363715032
427	0.6363420525
428	0.6363229144
429	0.6362771441
430	0.6362521968
431	0.6361769516
432	0.6361492599
433	0.6360966997
434	0.6360749118
435	0.6360202839
436	0.6359478033
437	0.6359348747
438	0.6359175225
439	0.635866682
440	0.6357871485
441	0.635696517
442	0.6356525592
443	0.6356047182
444	0.6355183669
445	0.6354975198
446	0.6354750011
447	0.6354227848
448	0.635389067
449	0.6353507785
450	0.6352907106
451	0.6352540494
452	0.6352057693
453	0.6351704426
454	0.6351483819
455	0.6350691663
456	0.6350549376
457	0.6350086365
458	0.6349893932
459	0.6349693175
460	0.634939724
461	0.6349003322
462	0.6348554398
463	0.6348357593
464	0.6347914694
465	0.6347501754
466	0.6347124701
467	0.6346992707
468	0.6346849117
469	0.6346646305
470	0.6346158492
471	0.6346049545
472	0.6345895176
473	0.6345622444
474	0.6345400667
475	0.6345083163
476	0.6344685693
477	0.6344450201
478	0.6344300073
479	0.634392771
480	0.6343740142
481	0.634338658
482	0.6342899501
483	0.6342186716
484	0.6342016364
485	0.6341196489
486	0.634065524
487	0.6340172099
488	0.6340076039
489	0.6339648787
490	0.6339248109
491	0.6338805406
492	0.6338639031
493	0.6338292297
494	0.6338177499
495	0.6337894674
496	0.6337558648
497	0.6337229624
498	0.6337116091
499	0.6336456447
500	0.6336325206
501	0.6335819868
502	0.6335534506
503	0.6335395365
504	0.6334957117
505	0.6334750536
506	0.6334596599
507	0.6334069751
508	0.6333898239
509	0.6333579422
510	0.6333174615
511	0.6333040151
512	0.6332944883
513	0.6332512453
514	0.6332346239
515	0.6332212127
516	0.6331894448
517	0.6331677235
518	0.6331412648
519	0.6331183185
520	0.6330865265
521	0.6330749173
522	0.6330163632
523	0.6329873928
524	0.6329649511
525	0.6329187673
526	0.6329054951
527	0.6328941258
528	0.6328345368
529	0.6327991619
530	0.6327682122
531	0.6327546401
532	0.6327269347
533	0.6326700369
534	0.6326592472
535	0.6326423295
536	0.6326046171
537	0.632525839
538	0.6325129876
539	0.6324907852
540	0.6324614106
541	0.6324386524
542	0.6324241217
543	0.6323770712
544	0.632348071
545	0.6323037632
546	0.6322374971
547	0.632202688
548	0.6321545992
549	0.6321329448
550	0.6321060304
551	0.6320885797
552	0.6320535141
553	0.6320071923
554	0.6319993498
555	0.6319890953
556	0.6319520215
557	0.6319319453
558	0.6319187328
559	0.6318946642
560	0.6318853265
561	0.6318538217
562	0.6318118491
563	0.6317973635
564	0.6317721747
565	0.6317093983
566	0.6316803663
567	0.6316442017
568	0.631627073
569	0.6315575287
570	0.6315370892
571	0.6314940696
572	0.6314586043
573	0.6314229366
574	0.6313960916
575	0.6313859249
576	0.6313622538
577	0.6313280448
578	0.631292495
579	0.6312775595
580	0.6312548342
581	0.6312415983
582	0.6311899535
583	0.6311686889
584	0.6311616679
585	0.6311206546
586	0.6311071269
587	0.6310880247
588	0.6310812846
589	0.6310603534
590	0.6310261631
591	0.6310170767
592	0.6309917146
593	0.6309849341
594	0.6309530076
595	0.6309364972
596	0.6309068486
597	0.6308810568
598	0.6308468342
599	0.6308331927
600	0.6308033671
601	0.6307656861
602	0.6307156493
603	0.630704211
604	0.6306909284
605	0.6306391023
606	0.6306246029
607	0.6306158676
608	0.6306069889
609	0.6305986201
610	0.6305651534
611	0.6305405582
612	0.6305311218
613	0.630494243
614	0.6304770434
615	0.6304638747
616	0.6304025966
617	0.6303657184
618	0.6303394553
619	0.6303051636
620	0.6302947926
621	0.6302547627
622	0.6302315402
623	0.6302176323
624	0.6301857446
625	0.6301635195
626	0.6301145316
627	0.6300761388
628	0.6300520924
629	0.6300462233
630	0.6300332743
631	0.6299794578
632	0.6299537482
633	0.6299417354
634	0.6298925948
635	0.6298484281
636	0.6298187234
637	0.6298099497
638	0.6297804198
639	0.6297404213
640	0.6297200225
641	0.6297140306
642	0.6296936154
643	0.6296665998
644	0.6296472682
645	0.6296394269
646	0.6296313953
647	0.6296143619
648	0.629590534
649	0.6295432366
650	0.6295153912
651	0.6294912894
652	0.6294848544
653	0.6294553171
654	0.6294042326
655	0.6293711535
656	0.6293312874
657	0.6293065207
658	0.629294515
659	0.629269732
660	0.6292378144
661	0.6292230786
662	0.6291988858
663	0.6291840435
664	0.6291635157
665	0.629139473
666	0.6291215095
667	0.6290984403
668	0.6290907752
669	0.6290654674
670	0.6290201449
671	0.6290098587
672	0.6289698714
673	0.6289280004
674	0.6288771178
675	0.6288583148
676	0.6288439487
677	0.6288126316
678	0.628800433
679	0.6287866386
680	0.628765818
681	0.6287436927
682	0.6287068845
683	0.6287007449
684	0.6286591088
685	0.6286214638
686	0.6286158469
687	0.6286119822
688	0.6286065824
689	0.6286031386
690	0.6285631855
691	0.6285581897
692	0.6285364315
693	0.6285178532
694	0.6284940175
695	0.6284822283
696	0.6284531389
697	0.6284357266
698	0.6284306188
699	0.6284017408
700	0.6283788684
701	0.6283518023
702	0.6283363013
703	0.6283215024
704	0.6283148584
705	0.6283097385
706	0.6282905316
707	0.6282804889
708	0.6282691211
709	0.6282596224
710	0.6282505097
711	0.6282395076
712	0.6282309008
713	0.6282189977
714	0.628207796
715	0.6281938504
716	0.6281741286
717	0.6281679367
718	0.6281613889
719	0.6281478331
720	0.6281360033
721	0.6281070791
722	0.6280990813
723	0.6280814491
724	0.6280598898
725	0.6280558027
726	0.6280266117
727	0.6280072002
728	0.6279903346
729	0.6279795167
730	0.6279572265
731	0.6279481093
732	0.6279319094
733	0.6279133754
734	0.6278930241
735	0.6278626719
736	0.6278462348
737	0.6278421949
738	0.6278281567
739	0.6278227639
740	0.6278099814
741	0.6278025453
742	0.6277742899
743	0.6277591443
744	0.6277495976
745	0.6277225525
746	0.6277114743
747	0.6276949832
748	0.6276772334
749	0.6276584808
750	0.6276306603
751	0.627612844
752	0.6276038586
753	0.6276001398
754	0.6275869033
755	0.627578223
756	0.627567729
757	0.627563713
758	0.6275316523
759	0.6275160599
760	0.6274940117
761	0.6274628597
762	0.6274568681
763	0.6274494983
764	0.6274227508
765	0.6273942426
766	0.6273895574
767	0.6273788803
768	0.6273553336
769	0.6273411255
770	0.627318773
771	0.6273118223
772	0.627300515
773	0.6272808648
774	0.6272657366
775	0.6272446165
776	0.6272395814
777	0.6272049675
778	0.6271701696
779	0.6271585272
780	0.627155769
781	0.6271462975
782	0.6271282553
783	0.6270977017
784	0.6270821611
785	0.6270672705
786	0.627042372
787	0.6270349193
788	0.6270161823
789	0.6269979562
790	0.6269674611
791	0.6269617384
792	0.6269472186
793	0.6269432854
794	0.6269340636
795	0.6269306877
796	0.6269257927
797	0.6268972207
798	0.6268839134
799	0.626879396
800	0.6268719951
801	0.626853129
802	0.6268303537
803	0.6268289278
804	0.6268169898
805	0.6268062476
806	0.6268040556
807	0.6267791199
808	0.6267779941
809	0.6267703059
810	0.6267512209
811	0.6267463212
812	0.626739721
813	0.6267141338
814	0.6266909828
815	0.6266816441
816	0.6266666714
817	0.6266369005
818	0.6266226126
819	0.6266107167
820	0.6266079205
821	0.6265980936
822	0.6265798821
823	0.6265723342
824	0.6265659654
825	0.6265577535
826	0.6265554938
827	0.6265386535
828	0.6265237936
829	0.6265108093
830	0.6265047997
831	0.6264915686
832	0.6264892532
833	0.6264610075
834	0.6264517002
835	0.6264492515
836	0.6264312931
837	0.6264198772
838	0.6264080695
839	0.6263952162
840	0.6263786134
841	0.6263713523
842	0.6263687618
843	0.6263598282
844	0.6263376256
845	0.6263322568
846	0.6263107836
847	0.6263048665
848	0.6262865029
849	0.6262585662
850	0.6262518167
851	0.6262464884
852	0.626224452
853	0.6262184425
854	0.6261952491
855	0.6261876194
856	0.6261836977
857	0.6261704504
858	0.6261539552
859	0.6261469367
860	0.6261429388
861	0.6261239754
862	0.6261099824
863	0.6260926513
864	0.6260717606
865	0.626064587
866	0.6260557162
867	0.6260523488
868	0.6260485525
869	0.6260429719
870	0.6260221532
871	0.6260166505
872	0.6260051759
873	0.6259937445
874	0.6259686494
875	0.6259509487
876	0.6259413094
877	0.6259221524
878	0.6259025376
879	0.6258816638
880	0.6258717505
881	0.6258489277
882	0.6258317829
883	0.6258172383
884	0.6258135363
885	0.6258065651
886	0.6257931296
887	0.6257833887
888	0.6257721453
889	0.6257460592
890	0.625724227
891	0.6257202068
892	0.6257169279
893	0.6257033428
894	0.6256818811
895	0.6256639981
896	0.6256496159
897	0.6256276249
898	0.6256193915
899	0.6256072934
900	0.625583632
901	0.6255756282
902	0.6255609078
903	0.6255592662
904	0.6255533899
905	0.6255371353
906	0.6255299146
907	0.625505475
908	0.625492821
909	0.6254784695
910	0.6254601247
911	0.6254504187
912	0.6254474683
913	0.6254446314
914	0.6254343956
915	0.6254181689
916	0.6254141882
917	0.6254040105
918	0.6253947427
919	0.6253826692
920	0.6253762146
921	0.6253632882
922	0.6253426232
923	0.6253301183
924	0.6253191504
925	0.6253140193
926	0.6253064403
927	0.6253007566
928	0.6252953524
929	0.6252697669
930	0.6252638335
931	0.6252580045
932	0.6252438173
933	0.625232232
934	0.6252278589
935	0.6252239352
936	0.6252218881
937	0.625218079
938	0.6252024009
939	0.6251891014
940	0.6251857376
941	0.6251632048
942	0.6251439087
943	0.6251320203
944	0.6251163929
945	0.6251129181
946	0.6251096605
947	0.6250936937
948	0.6250837819
949	0.6250575041
950	0.6250353389
951	0.6250294504
952	0.6250099785
953	0.625000931
954	0.6249922644
955	0.6249772047
956	0.6249748421
957	0.6249649584
958	0.6249534049
959	0.6249423671
960	0.6249246476
961	0.6249158851
962	0.624910887
963	0.6249033292
964	0.6248958545
965	0.6248945266
966	0.6248811961
967	0.6248711951
968	0.6248511744
969	0.6248453855
970	0.6248356156
971	0.6248312468
972	0.6248232084
973	0.6248081731
974	0.6248028527
975	0.6247979087
976	0.6247925352
977	0.6247767965
978	0.6247670481
979	0.6247642369
980	0.624759608
981	0.6247514312
982	0.6247410215
983	0.6247350635
984	0.6247302325
985	0.6247119702
986	0.6246908159
987	0.6246807475
988	0.6246617991
989	0.6246554741
990	0.624648736
991	0.6246467825
992	0.6246440576
993	0.624638969
994	0.6246256817
995	0.6246092857
996	0.6246004709
997	0.62459258
998	0.6245841637
999	0.6245748299
